CU,clock,Cycles,IPC,CPI,CPI_delta,ED2P,EDP,Frequency,IPC_delta,Sensitivity,Voltage
22,20118839000000,153000,0.0130719,76.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118840000000,157000,0.0128408,77.877,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
22,20118841000000,161000,0.0127205,78.6133,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118842000000,165000,0.0125091,79.9419,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
22,20118843000000,169000,0.0124024,80.6298,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118844000000,173000,0.0122081,81.9129,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
22,20118845000000,177000,0.012113,82.556,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118846000000,181000,0.0119116,83.9518,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
22,20118847000000,185000,0.0123027,81.283,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
22,20118848000000,189000,0.0121005,82.641,363.636,8.26446e-15,9.09091e-08,4e+09,0.00275,0,1
22,20118849000000,193000,0.0118549,84.3531,4000,1e-12,1e-06,4e+09,0.00025,0,1
22,20118850000000,197000,0.0122234,81.8106,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
22,20118851000000,201000,0.0120398,83.0579,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
22,20118852000000,205000,0.0125951,79.3958,24.6914,3.81039e-17,6.17284e-09,4e+09,0.0405,0,1
22,20118853000000,209000,0.0149091,67.0732,7.49064,3.50685e-18,1.87266e-09,4e+09,0.1335,0,1
22,20118854000000,213000,0.0148545,67.3198,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
22,20118855000000,217000,0.0146544,68.239,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
22,20118856000000,221000,0.0145339,68.8045,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118857000000,225000,0.0143467,69.7026,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
22,20118858000000,229000,0.0142358,70.2454,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118859000000,233000,0.0140601,71.1233,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
22,20118860000000,237000,0.0139578,71.6445,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118861000000,241000,0.0139253,71.8117,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
22,20118862000000,245000,0.0137633,72.6572,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
22,20118863000000,249000,0.0137349,72.807,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
22,20118864000000,253000,0.0136443,73.2908,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118865000000,257000,0.0134786,74.1917,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
22,20118866000000,261000,0.01341,74.5714,111.111,7.71605e-16,2.77778e-08,4e+09,0.009,0,1
22,20118867000000,265000,0.0133283,75.0283,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
22,20118868000000,267544,0.0132165,75.6629,636,2.5281e-14,1.59e-07,4e+09,0.00157233,0,1
22,20118869000000,267544,0.0132165,75.6629,0,0,0,4e+09,-nan,0,1
23,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118802000000,8000,0.006,166.667,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118803000000,12000,0.00933333,107.143,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
23,20118804000000,16000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118805000000,20000,0.0086,116.279,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
23,20118806000000,24000,0.00733333,136.364,1000,6.25e-14,2.5e-07,4e+09,0.001,0,1
23,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
23,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
23,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
23,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
23,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
23,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
23,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
23,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
23,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
23,20118819000000,76000,0.0134211,74.5098,31.746,6.29882e-17,7.93651e-09,4e+09,0.0315,0,1
23,20118820000000,80000,0.0187875,53.2269,8.28157,4.28653e-18,2.07039e-09,4e+09,0.12075,0,1
23,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
23,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
23,20118824000000,96000,0.0173333,57.6923,0,0,0,4e+09,0,0,1
23,20118825000000,100000,0.0168,59.5238,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118826000000,104000,0.0164615,60.7477,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118827000000,108000,0.016,62.5,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118828000000,112000,0.0157143,63.6364,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118829000000,113000,0.0157168,63.6261,62.5,2.5e-15,4e-08,1e+09,0.016,0,0.8
23,20118830000000,117000,0.015453,64.7124,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118831000000,121000,0.0150744,66.3377,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118832000000,125000,0.014848,67.3491,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118833000000,129000,0.0145116,68.9103,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118836000000,141000,0.013617,73.4375,0,0,0,4e+09,0,0,1
23,20118837000000,145000,0.0134621,74.2828,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118838000000,149000,0.0132081,75.7114,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118839000000,153000,0.0130719,76.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118840000000,157000,0.0128408,77.877,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118841000000,161000,0.0127205,78.6133,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118842000000,165000,0.0125091,79.9419,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118843000000,169000,0.0124024,80.6298,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118844000000,173000,0.0122081,81.9129,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118845000000,177000,0.012113,82.556,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118846000000,181000,0.0119116,83.9518,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
23,20118847000000,185000,0.0123027,81.283,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
23,20118848000000,189000,0.0121005,82.641,363.636,8.26446e-15,9.09091e-08,4e+09,0.00275,0,1
23,20118849000000,193000,0.0118549,84.3531,4000,1e-12,1e-06,4e+09,0.00025,0,1
23,20118850000000,197000,0.0122234,81.8106,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
23,20118851000000,201000,0.0120398,83.0579,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
23,20118852000000,205000,0.0125951,79.3958,24.6914,3.81039e-17,6.17284e-09,4e+09,0.0405,0,1
23,20118853000000,209000,0.0149091,67.0732,7.49064,3.50685e-18,1.87266e-09,4e+09,0.1335,0,1
23,20118854000000,213000,0.0148545,67.3198,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
23,20118855000000,217000,0.0146544,68.239,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118856000000,221000,0.0145339,68.8045,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118857000000,225000,0.0143467,69.7026,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118858000000,229000,0.0142358,70.2454,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118859000000,233000,0.0140601,71.1233,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118860000000,237000,0.0140253,71.2996,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
23,20118861000000,241000,0.0139253,71.8117,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118862000000,245000,0.0138939,71.9741,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
23,20118863000000,249000,0.0137349,72.807,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
23,20118864000000,253000,0.0136798,73.1003,97.561,5.94884e-16,2.43902e-08,4e+09,0.01025,0,1
23,20118865000000,257000,0.0134786,74.1917,1333.33,1.11111e-13,3.33333e-07,4e+09,0.00075,0,1
23,20118866000000,261000,0.01341,74.5714,111.111,7.71605e-16,2.77778e-08,4e+09,0.009,0,1
23,20118867000000,265000,0.0133283,75.0283,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
23,20118868000000,266052,0.0132906,75.241,263,4.32306e-15,6.575e-08,4e+09,0.00380228,0,1
23,20118869000000,266052,0.0132906,75.241,0,0,0,4e+09,-nan,0,1
24,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118802000000,8000,0.004,250,0,0,0,4e+09,0,0,1
24,20118803000000,12000,0.004,250,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118804000000,16000,0.007,142.857,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
24,20118805000000,20000,0.0064,156.25,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118806000000,24000,0.00733333,136.364,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
24,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
24,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
24,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
24,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
24,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
24,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
24,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
24,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
24,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
24,20118819000000,76000,0.0141184,70.8295,22.3464,3.121e-17,5.58659e-09,4e+09,0.04475,0,1
24,20118820000000,80000,0.0187875,53.2269,9.30233,5.40833e-18,2.32558e-09,4e+09,0.1075,0,1
24,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
24,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
24,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118827000000,108000,0.0161296,61.9977,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
24,20118828000000,112000,0.0157143,63.6364,222.222,3.08642e-15,5.55556e-08,4e+09,0.0045,0,1
24,20118829000000,113000,0.0157168,63.6261,62.5,2.5e-15,4e-08,1e+09,0.016,0,0.8
24,20118830000000,117000,0.015453,64.7124,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118831000000,121000,0.0150744,66.3377,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118832000000,125000,0.014848,67.3491,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118833000000,129000,0.0145116,68.9103,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118840000000,157000,0.0128535,77.7998,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
24,20118841000000,161000,0.0127205,78.6133,133.333,1.11111e-15,3.33333e-08,4e+09,0.0075,0,1
24,20118842000000,165000,0.0125091,79.9419,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118843000000,169000,0.0124024,80.6298,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118844000000,173000,0.0122081,81.9129,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118845000000,177000,0.012113,82.556,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
24,20118846000000,181000,0.0119116,83.9518,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
24,20118847000000,185000,0.0123027,81.283,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
24,20118848000000,189000,0.0121058,82.6049,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
24,20118849000000,193000,0.0124767,80.1495,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
24,20118850000000,197000,0.0122843,81.405,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
24,20118851000000,201000,0.0128458,77.8466,24.6914,3.81039e-17,6.17284e-09,4e+09,0.0405,0,1
24,20118852000000,205000,0.0162098,61.6912,5.39811,1.82122e-18,1.34953e-09,4e+09,0.18525,0,1
24,20118853000000,209000,0.016244,61.5611,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
24,20118854000000,213000,0.0160188,62.4267,235.294,3.46021e-15,5.88235e-08,4e+09,0.00425,0,1
24,20118855000000,217000,0.0157373,63.5432,1333.33,1.11111e-13,3.33333e-07,4e+09,0.00075,0,1
24,20118856000000,221000,0.0157602,63.451,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
24,20118857000000,225000,0.0155911,64.1391,160,1.6e-15,4e-08,4e+09,0.00625,0,1
24,20118858000000,229000,0.0154017,64.9277,210.526,2.77008e-15,5.26316e-08,4e+09,0.00475,0,1
24,20118859000000,233000,0.0152232,65.6893,200,2.5e-15,5e-08,4e+09,0.005,0,1
24,20118860000000,237000,0.0151224,66.1272,108.108,7.3046e-16,2.7027e-08,4e+09,0.00925,0,1
24,20118861000000,241000,0.015166,65.9371,56.338,1.98373e-16,1.40845e-08,4e+09,0.01775,0,1
24,20118862000000,245000,0.015,66.6667,200,2.5e-15,5e-08,4e+09,0.005,0,1
24,20118863000000,249000,0.0149357,66.9535,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
24,20118864000000,253000,0.0147787,67.6652,200,2.5e-15,5e-08,4e+09,0.005,0,1
24,20118865000000,257000,0.0146887,68.0795,111.111,7.71605e-16,2.77778e-08,4e+09,0.009,0,1
24,20118866000000,261000,0.0147395,67.8451,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
24,20118867000000,265000,0.0145774,68.5995,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
24,20118868000000,269000,0.0145502,68.7276,78.4314,3.84468e-16,1.96078e-08,4e+09,0.01275,0,1
24,20118869000000,272144,0.0145364,68.7927,74.8571,3.50224e-16,1.87143e-08,4e+09,0.0133588,0,1
25,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118802000000,8000,0.004,250,0,0,0,4e+09,0,0,1
25,20118803000000,12000,0.004,250,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118804000000,16000,0.007,142.857,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
25,20118805000000,20000,0.0064,156.25,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118806000000,24000,0.00733333,136.364,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
25,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
25,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
25,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
25,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
25,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
25,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
25,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
25,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
25,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
25,20118819000000,76000,0.0141184,70.8295,22.3464,3.121e-17,5.58659e-09,4e+09,0.04475,0,1
25,20118820000000,80000,0.0187875,53.2269,9.30233,5.40833e-18,2.32558e-09,4e+09,0.1075,0,1
25,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
25,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
25,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118827000000,108000,0.0161296,61.9977,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
25,20118828000000,112000,0.0157143,63.6364,222.222,3.08642e-15,5.55556e-08,4e+09,0.0045,0,1
25,20118829000000,113000,0.0157168,63.6261,62.5,2.5e-15,4e-08,1e+09,0.016,0,0.8
25,20118830000000,117000,0.015453,64.7124,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118831000000,121000,0.0150744,66.3377,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118832000000,125000,0.014848,67.3491,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118833000000,129000,0.0145116,68.9103,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118840000000,157000,0.0128535,77.7998,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
25,20118841000000,161000,0.0127205,78.6133,133.333,1.11111e-15,3.33333e-08,4e+09,0.0075,0,1
25,20118842000000,165000,0.0125091,79.9419,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118843000000,169000,0.0124024,80.6298,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118844000000,173000,0.0122081,81.9129,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118845000000,177000,0.012113,82.556,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
25,20118846000000,181000,0.0119116,83.9518,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
25,20118847000000,185000,0.0123027,81.283,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
25,20118848000000,189000,0.0121058,82.6049,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
25,20118849000000,193000,0.0124767,80.1495,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
25,20118850000000,197000,0.0122843,81.405,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
25,20118851000000,201000,0.0128458,77.8466,24.6914,3.81039e-17,6.17284e-09,4e+09,0.0405,0,1
25,20118852000000,205000,0.0162098,61.6912,5.39811,1.82122e-18,1.34953e-09,4e+09,0.18525,0,1
25,20118853000000,209000,0.016244,61.5611,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
25,20118854000000,213000,0.0160188,62.4267,235.294,3.46021e-15,5.88235e-08,4e+09,0.00425,0,1
25,20118855000000,217000,0.0157373,63.5432,1333.33,1.11111e-13,3.33333e-07,4e+09,0.00075,0,1
25,20118856000000,221000,0.0157602,63.451,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
25,20118857000000,225000,0.0155911,64.1391,160,1.6e-15,4e-08,4e+09,0.00625,0,1
25,20118858000000,229000,0.0154017,64.9277,210.526,2.77008e-15,5.26316e-08,4e+09,0.00475,0,1
25,20118859000000,233000,0.0152232,65.6893,200,2.5e-15,5e-08,4e+09,0.005,0,1
25,20118860000000,237000,0.0151224,66.1272,108.108,7.3046e-16,2.7027e-08,4e+09,0.00925,0,1
25,20118861000000,241000,0.015166,65.9371,56.338,1.98373e-16,1.40845e-08,4e+09,0.01775,0,1
25,20118862000000,245000,0.015,66.6667,200,2.5e-15,5e-08,4e+09,0.005,0,1
25,20118863000000,249000,0.0149357,66.9535,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
25,20118864000000,253000,0.0147787,67.6652,200,2.5e-15,5e-08,4e+09,0.005,0,1
25,20118865000000,257000,0.0146887,68.0795,111.111,7.71605e-16,2.77778e-08,4e+09,0.009,0,1
25,20118866000000,261000,0.0147395,67.8451,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
25,20118867000000,265000,0.0145774,68.5995,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
25,20118868000000,269000,0.0145502,68.7276,78.4314,3.84468e-16,1.96078e-08,4e+09,0.01275,0,1
25,20118869000000,272144,0.0145364,68.7927,74.8571,3.50224e-16,1.87143e-08,4e+09,0.0133588,0,1
26,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
26,20118802000000,8000,0.004,250,0,0,0,4e+09,0,0,1
26,20118803000000,12000,0.004,250,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
26,20118804000000,16000,0.007,142.857,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
26,20118805000000,20000,0.0064,156.25,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
26,20118806000000,24000,0.00733333,136.364,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
26,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
26,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
26,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
26,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
26,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
26,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
26,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
26,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
26,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
26,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
26,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
26,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
26,20118819000000,76000,0.0141184,70.8295,22.3464,3.121e-17,5.58659e-09,4e+09,0.04475,0,1
